Run_Number,Indentor X Position,Indentor Y Position,Stiffener Rib Angle,Stiffener Rib Height,Stiffener Rib Position,Stiffener Rib Width
211,-406.4062312,-167.9686814,112.1875,15.546875,421.875,23.671875
212,-438.2812312,-248.5936814,112.1875,15.546875,421.875,23.671875
213,-183.2812312,-33.59368143,112.1875,15.546875,421.875,23.671875
214,-115.5468562,-366.1718064,112.1875,15.546875,421.875,23.671875
215,-51.79685621,-204.9218064,112.1875,15.546875,421.875,23.671875
216,-83.67185621,-70.54680643,112.1875,15.546875,421.875,23.671875
217,-450.2343562,-379.6093064,112.1875,15.546875,421.875,23.671875
218,-3.984356212,-3.359306429,112.1875,15.546875,421.875,23.671875
219,-418.3593562,-298.9843064,112.1875,15.546875,421.875,23.671875
220,-163.3593562,-83.98430643,112.1875,15.546875,421.875,23.671875
221,-290.8593562,-191.4843064,112.1875,15.546875,421.875,23.671875
222,-354.6093562,-352.7343064,112.1875,15.546875,421.875,23.671875
223,-235.0781062,-157.8905564,112.1875,15.546875,421.875,23.671875
224,-171.3281062,-426.6405564,112.1875,15.546875,421.875,23.671875
225,-139.4531062,-23.51555643,112.1875,15.546875,421.875,23.671875
226,-11.95310621,-346.0155564,112.1875,15.546875,421.875,23.671875
227,-410.3906062,-10.07805643,112.1875,15.546875,421.875,23.671875
228,-314.7656062,-90.70305643,112.1875,15.546875,421.875,23.671875
229,-506.0156062,-144.4530564,112.1875,15.546875,421.875,23.671875
230,-249.0234187,-72.22649393,112.1875,15.546875,421.875,23.671875
231,-376.5234187,-179.7264939,112.1875,15.546875,421.875,23.671875
232,-344.6484187,-260.3514939,112.1875,15.546875,421.875,23.671875
233,-217.1484187,-367.8514939,112.1875,15.546875,421.875,23.671875
234,-472.1484187,-152.8514939,112.1875,15.546875,421.875,23.671875
235,-264.9609187,-300.6639939,112.1875,15.546875,421.875,23.671875
236,-9.960918712,-85.66399393,112.1875,15.546875,421.875,23.671875
237,-488.0859187,-58.78899393,112.1875,15.546875,421.875,23.671875
238,-161.3671687,-347.6952439,112.1875,15.546875,421.875,23.671875
239,-1.992168712,-428.3202439,112.1875,15.546875,421.875,23.671875
240,-320.7421687,-374.5702439,112.1875,15.546875,421.875,23.671875
241,-193.2421687,-267.0702439,112.1875,15.546875,421.875,23.671875
242,-448.2421687,-52.07024393,112.1875,15.546875,421.875,23.671875
243,-336.6796687,-146.1327439,112.1875,15.546875,421.875,23.671875
244,-272.9296687,-414.8827439,112.1875,15.546875,421.875,23.671875
245,-177.3046687,-119.2577439,112.1875,15.546875,421.875,23.671875
246,-304.8046687,-11.75774393,112.1875,15.546875,421.875,23.671875
247,-500.0390437,-344.3358689,112.1875,15.546875,421.875,23.671875
248,-117.5390437,-236.8358689,112.1875,15.546875,421.875,23.671875
249,-80.9325984,-306.7528611,112.1875,15.546875,421.875,23.671875
250,-499.2919734,-289.9559861,112.1875,15.546875,421.875,23.671875
251,-509.9999812,6.86E-05,108.90625,8.1640625,454.6875,21.2109375
252,-254.9999812,-214.9999314,108.90625,8.1640625,454.6875,21.2109375
253,-382.4999812,-107.4999314,108.90625,8.1640625,454.6875,21.2109375
254,-31.87498121,-403.1249314,108.90625,8.1640625,454.6875,21.2109375
255,-95.62498121,-134.3749314,108.90625,8.1640625,454.6875,21.2109375
256,-47.81248121,-255.3124314,108.90625,8.1640625,454.6875,21.2109375
257,-111.5624812,-94.06243143,108.90625,8.1640625,454.6875,21.2109375
258,-390.4687312,-396.4061814,108.90625,8.1640625,454.6875,21.2109375
259,-7.968731212,-288.9061814,108.90625,8.1640625,454.6875,21.2109375
260,-71.71873121,-20.15618143,108.90625,8.1640625,454.6875,21.2109375
261,-406.4062312,-167.9686814,108.90625,8.1640625,454.6875,21.2109375
262,-438.2812312,-248.5936814,108.90625,8.1640625,454.6875,21.2109375
263,-183.2812312,-33.59368143,108.90625,8.1640625,454.6875,21.2109375
264,-115.5468562,-366.1718064,108.90625,8.1640625,454.6875,21.2109375
265,-51.79685621,-204.9218064,108.90625,8.1640625,454.6875,21.2109375
266,-83.67185621,-70.54680643,108.90625,8.1640625,454.6875,21.2109375
267,-450.2343562,-379.6093064,108.90625,8.1640625,454.6875,21.2109375
268,-3.984356212,-3.359306429,108.90625,8.1640625,454.6875,21.2109375
269,-418.3593562,-298.9843064,108.90625,8.1640625,454.6875,21.2109375
270,-163.3593562,-83.98430643,108.90625,8.1640625,454.6875,21.2109375
271,-290.8593562,-191.4843064,108.90625,8.1640625,454.6875,21.2109375
272,-354.6093562,-352.7343064,108.90625,8.1640625,454.6875,21.2109375
273,-235.0781062,-157.8905564,108.90625,8.1640625,454.6875,21.2109375
274,-171.3281062,-426.6405564,108.90625,8.1640625,454.6875,21.2109375
275,-139.4531062,-23.51555643,108.90625,8.1640625,454.6875,21.2109375
276,-11.95310621,-346.0155564,108.90625,8.1640625,454.6875,21.2109375
277,-410.3906062,-10.07805643,108.90625,8.1640625,454.6875,21.2109375
278,-314.7656062,-90.70305643,108.90625,8.1640625,454.6875,21.2109375
279,-506.0156062,-144.4530564,108.90625,8.1640625,454.6875,21.2109375
280,-249.0234187,-72.22649393,108.90625,8.1640625,454.6875,21.2109375
281,-376.5234187,-179.7264939,108.90625,8.1640625,454.6875,21.2109375
282,-344.6484187,-260.3514939,108.90625,8.1640625,454.6875,21.2109375
283,-217.1484187,-367.8514939,108.90625,8.1640625,454.6875,21.2109375
284,-472.1484187,-152.8514939,108.90625,8.1640625,454.6875,21.2109375
285,-264.9609187,-300.6639939,108.90625,8.1640625,454.6875,21.2109375
286,-9.960918712,-85.66399393,108.90625,8.1640625,454.6875,21.2109375
287,-488.0859187,-58.78899393,108.90625,8.1640625,454.6875,21.2109375
288,-161.3671687,-347.6952439,108.90625,8.1640625,454.6875,21.2109375
289,-1.992168712,-428.3202439,108.90625,8.1640625,454.6875,21.2109375
290,-320.7421687,-374.5702439,108.90625,8.1640625,454.6875,21.2109375
291,-193.2421687,-267.0702439,108.90625,8.1640625,454.6875,21.2109375
292,-448.2421687,-52.07024393,108.90625,8.1640625,454.6875,21.2109375
293,-336.6796687,-146.1327439,108.90625,8.1640625,454.6875,21.2109375
294,-272.9296687,-414.8827439,108.90625,8.1640625,454.6875,21.2109375
295,-177.3046687,-119.2577439,108.90625,8.1640625,454.6875,21.2109375
296,-304.8046687,-11.75774393,108.90625,8.1640625,454.6875,21.2109375
297,-500.0390437,-344.3358689,108.90625,8.1640625,454.6875,21.2109375
298,-117.5390437,-236.8358689,108.90625,8.1640625,454.6875,21.2109375
299,-80.9325984,-306.7528611,108.90625,8.1640625,454.6875,21.2109375
300,-499.2919734,-289.9559861,108.90625,8.1640625,454.6875,21.2109375
301,-509.9999812,6.86E-05,116.71875,11.2109375,464.0625,11.9140625
302,-254.9999812,-214.9999314,116.71875,11.2109375,464.0625,11.9140625
303,-382.4999812,-107.4999314,116.71875,11.2109375,464.0625,11.9140625
304,-31.87498121,-403.1249314,116.71875,11.2109375,464.0625,11.9140625
305,-95.62498121,-134.3749314,116.71875,11.2109375,464.0625,11.9140625
306,-47.81248121,-255.3124314,116.71875,11.2109375,464.0625,11.9140625
307,-111.5624812,-94.06243143,116.71875,11.2109375,464.0625,11.9140625
308,-390.4687312,-396.4061814,116.71875,11.2109375,464.0625,11.9140625
309,-7.968731212,-288.9061814,116.71875,11.2109375,464.0625,11.9140625
310,-71.71873121,-20.15618143,116.71875,11.2109375,464.0625,11.9140625
311,-406.4062312,-167.9686814,116.71875,11.2109375,464.0625,11.9140625
312,-438.2812312,-248.5936814,116.71875,11.2109375,464.0625,11.9140625
313,-183.2812312,-33.59368143,116.71875,11.2109375,464.0625,11.9140625
314,-115.5468562,-366.1718064,116.71875,11.2109375,464.0625,11.9140625
315,-51.79685621,-204.9218064,116.71875,11.2109375,464.0625,11.9140625
316,-83.67185621,-70.54680643,116.71875,11.2109375,464.0625,11.9140625
317,-450.2343562,-379.6093064,116.71875,11.2109375,464.0625,11.9140625
318,-3.984356212,-3.359306429,116.71875,11.2109375,464.0625,11.9140625
319,-418.3593562,-298.9843064,116.71875,11.2109375,464.0625,11.9140625
320,-163.3593562,-83.98430643,116.71875,11.2109375,464.0625,11.9140625
321,-290.8593562,-191.4843064,116.71875,11.2109375,464.0625,11.9140625
322,-354.6093562,-352.7343064,116.71875,11.2109375,464.0625,11.9140625
323,-235.0781062,-157.8905564,116.71875,11.2109375,464.0625,11.9140625
324,-171.3281062,-426.6405564,116.71875,11.2109375,464.0625,11.9140625
325,-139.4531062,-23.51555643,116.71875,11.2109375,464.0625,11.9140625
326,-11.95310621,-346.0155564,116.71875,11.2109375,464.0625,11.9140625
327,-410.3906062,-10.07805643,116.71875,11.2109375,464.0625,11.9140625
328,-314.7656062,-90.70305643,116.71875,11.2109375,464.0625,11.9140625
329,-506.0156062,-144.4530564,116.71875,11.2109375,464.0625,11.9140625
330,-249.0234187,-72.22649393,116.71875,11.2109375,464.0625,11.9140625
331,-376.5234187,-179.7264939,116.71875,11.2109375,464.0625,11.9140625
332,-344.6484187,-260.3514939,116.71875,11.2109375,464.0625,11.9140625
333,-217.1484187,-367.8514939,116.71875,11.2109375,464.0625,11.9140625
334,-472.1484187,-152.8514939,116.71875,11.2109375,464.0625,11.9140625
335,-264.9609187,-300.6639939,116.71875,11.2109375,464.0625,11.9140625
336,-9.960918712,-85.66399393,116.71875,11.2109375,464.0625,11.9140625
337,-488.0859187,-58.78899393,116.71875,11.2109375,464.0625,11.9140625
338,-161.3671687,-347.6952439,116.71875,11.2109375,464.0625,11.9140625
339,-1.992168712,-428.3202439,116.71875,11.2109375,464.0625,11.9140625
340,-320.7421687,-374.5702439,116.71875,11.2109375,464.0625,11.9140625
341,-193.2421687,-267.0702439,116.71875,11.2109375,464.0625,11.9140625
342,-448.2421687,-52.07024393,116.71875,11.2109375,464.0625,11.9140625
343,-336.6796687,-146.1327439,116.71875,11.2109375,464.0625,11.9140625
344,-272.9296687,-414.8827439,116.71875,11.2109375,464.0625,11.9140625
345,-177.3046687,-119.2577439,116.71875,11.2109375,464.0625,11.9140625
346,-304.8046687,-11.75774393,116.71875,11.2109375,464.0625,11.9140625
347,-500.0390437,-344.3358689,116.71875,11.2109375,464.0625,11.9140625
348,-117.5390437,-236.8358689,116.71875,11.2109375,464.0625,11.9140625
349,-80.9325984,-306.7528611,116.71875,11.2109375,464.0625,11.9140625
350,-499.2919734,-289.9559861,116.71875,11.2109375,464.0625,11.9140625
351,-509.9999812,6.86E-05,113.671875,7.63671875,339.84375,16.69921875
352,-254.9999812,-214.9999314,113.671875,7.63671875,339.84375,16.69921875
353,-382.4999812,-107.4999314,113.671875,7.63671875,339.84375,16.69921875
354,-31.87498121,-403.1249314,113.671875,7.63671875,339.84375,16.69921875
355,-95.62498121,-134.3749314,113.671875,7.63671875,339.84375,16.69921875
356,-47.81248121,-255.3124314,113.671875,7.63671875,339.84375,16.69921875
357,-111.5624812,-94.06243143,113.671875,7.63671875,339.84375,16.69921875
358,-390.4687312,-396.4061814,113.671875,7.63671875,339.84375,16.69921875
359,-7.968731212,-288.9061814,113.671875,7.63671875,339.84375,16.69921875
360,-71.71873121,-20.15618143,113.671875,7.63671875,339.84375,16.69921875
361,-406.4062312,-167.9686814,113.671875,7.63671875,339.84375,16.69921875
362,-438.2812312,-248.5936814,113.671875,7.63671875,339.84375,16.69921875
363,-183.2812312,-33.59368143,113.671875,7.63671875,339.84375,16.69921875
364,-115.5468562,-366.1718064,113.671875,7.63671875,339.84375,16.69921875
365,-51.79685621,-204.9218064,113.671875,7.63671875,339.84375,16.69921875
366,-83.67185621,-70.54680643,113.671875,7.63671875,339.84375,16.69921875
367,-450.2343562,-379.6093064,113.671875,7.63671875,339.84375,16.69921875
368,-3.984356212,-3.359306429,113.671875,7.63671875,339.84375,16.69921875
369,-418.3593562,-298.9843064,113.671875,7.63671875,339.84375,16.69921875
370,-163.3593562,-83.98430643,113.671875,7.63671875,339.84375,16.69921875
371,-290.8593562,-191.4843064,113.671875,7.63671875,339.84375,16.69921875
372,-354.6093562,-352.7343064,113.671875,7.63671875,339.84375,16.69921875
373,-235.0781062,-157.8905564,113.671875,7.63671875,339.84375,16.69921875
374,-171.3281062,-426.6405564,113.671875,7.63671875,339.84375,16.69921875
375,-139.4531062,-23.51555643,113.671875,7.63671875,339.84375,16.69921875
376,-11.95310621,-346.0155564,113.671875,7.63671875,339.84375,16.69921875
377,-410.3906062,-10.07805643,113.671875,7.63671875,339.84375,16.69921875
378,-314.7656062,-90.70305643,113.671875,7.63671875,339.84375,16.69921875
379,-506.0156062,-144.4530564,113.671875,7.63671875,339.84375,16.69921875
380,-249.0234187,-72.22649393,113.671875,7.63671875,339.84375,16.69921875
381,-376.5234187,-179.7264939,113.671875,7.63671875,339.84375,16.69921875
382,-344.6484187,-260.3514939,113.671875,7.63671875,339.84375,16.69921875
383,-217.1484187,-367.8514939,113.671875,7.63671875,339.84375,16.69921875
384,-472.1484187,-152.8514939,113.671875,7.63671875,339.84375,16.69921875
385,-264.9609187,-300.6639939,113.671875,7.63671875,339.84375,16.69921875
386,-9.960918712,-85.66399393,113.671875,7.63671875,339.84375,16.69921875
387,-488.0859187,-58.78899393,113.671875,7.63671875,339.84375,16.69921875
388,-161.3671687,-347.6952439,113.671875,7.63671875,339.84375,16.69921875
389,-1.992168712,-428.3202439,113.671875,7.63671875,339.84375,16.69921875
390,-320.7421687,-374.5702439,113.671875,7.63671875,339.84375,16.69921875
