Job ID,HIC Value
847,1338.843406
848,920.977386
849,940.1112413
850,1515.609269
851,1555.397269
852,928.6034563
853,1541.841637
854,1000.392009
855,988.8306684
856,952.5797152
857,968.5737697
858,1166.521343
859,920.6848375
860,953.5956474
861,1432.908367
862,1282.019653
863,1013.895889
864,1113.101326
865,933.2761485
866,917.7044093
867,1574.251605
868,1105.308029
869,1313.174797
870,980.076761
871,947.636119
872,1122.95029
873,1031.298071
874,958.2855494
875,1025.156682
876,957.512526
877,1480.005037
878,1124.408769
879,1462.009529
880,1078.210917
881,1427.945995
882,1121.61386
883,910.181586
884,1406.853625
885,882.910542
886,1047.283915
887,1556.758701
888,984.2683789
889,1006.200902
890,812.4585661
891,993.8345353
892,1570.074345
893,1037.565024
894,814.8030191
895,1010.970286
896,1190.111194
897,1567.872074
898,1039.375217
899,1011.124374
900,1690.029873
901,1404.386126
902,805.8835085
903,1401.113414
904,931.9481543
905,913.6332444
906,903.5814188
907,846.4242626
908,1133.686024
909,819.4912846
910,786.0197934
911,1420.132538
912,1213.00993
913,887.5412953
914,842.6048705
915,894.4321429
916,813.4396029
917,1421.665787
918,962.4912092
919,1274.000705
920,871.1081307
921,874.3983457
922,1075.24882
923,826.3050696
924,798.7856658
925,839.7757181
926,906.247492
927,1354.747704
928,978.9633309
929,1349.716691
930,916.9122607
931,1406.537357
932,944.030864
933,771.1705282
934,1344.051644
935,889.5259846
936,958.1224579
937,1406.440507
938,795.182029
939,939.637242
940,810.2329069
941,860.027388
942,1437.620382
943,906.6126639
944,704.4489363
945,888.6533908
946,917.9064237
947,1476.845582
948,918.5442752
949,935.2134699
950,1647.905612
951,1345.144636
952,820.0901874
953,1368.460142
954,938.4351436
955,910.2042145
956,888.2705923
957,877.5668322
958,1193.027925
959,840.3458303
960,825.6232363
961,1243.564984
962,1248.459629
963,901.2105638
964,888.7894899
965,862.6636095
966,811.4012419
967,1463.303903
968,1045.769357
969,1342.013027
970,870.9460566
971,853.6435987
972,1112.530042
973,816.4880879
974,856.1898825
975,861.5249983
976,880.0571133
977,1368.257595
978,989.885578
979,1365.976378
980,894.4406257
981,1248.455108
982,910.6658903
983,785.1882387
984,1348.225437
985,836.5865924
986,907.7283132
987,1377.516062
988,844.1411261
989,942.4398519
990,796.114372
991,869.0575527
992,1422.130371
993,927.986779
994,752.3062026
995,858.2147151
996,926.947922
997,1492.69492
998,896.041182
999,947.0685576
1000,1663.998278
