run,design,loc,base_run,X1,X2,X3,dz_mm,center_gap_mm,sphere_pen_mm,lift_mm,surf_z_mm
276,5,26,26,565.5359,155.3432,725.3718,111.7068,2.0056,-1.6729,0.0000,640.8661
277,5,27,26,357.7544,755.3432,675.6093,61.9443,2.0056,-0.7090,0.0000,591.1036
278,5,28,26,270.4669,55.3432,690.7022,77.0372,2.0056,-1.2638,0.0000,606.1966
279,5,29,26,-306.7556,55.3432,537.0754,-76.5896,2.0056,1.6502,2.5664,450.0034
280,5,30,26,160.1126,-444.6568,645.6116,31.9466,2.0056,-0.3600,0.0000,561.1059
281,5,31,26,656.8107,-344.6568,722.9409,109.2759,2.0056,-1.5690,0.0000,638.4353
282,5,32,26,66.2616,-344.6568,628.5955,14.9305,2.0056,1.6506,4.8762,539.2137
283,5,33,26,66.6051,655.3432,628.6778,15.0128,2.0056,1.6505,4.8528,539.3194
284,5,34,26,291.0172,-144.6568,686.0701,72.4051,2.0056,-0.9182,0.0000,601.5645
285,5,35,26,171.6919,255.3432,674.6970,61.0320,2.0056,-0.9669,0.0000,590.1914
286,5,36,26,389.9592,455.3432,701.0041,87.3391,2.0056,-1.3345,0.0000,616.4985
287,5,37,26,-23.5537,255.3432,631.5955,17.9305,2.0056,0.9926,0.0000,547.0899
288,5,38,26,481.3422,-544.6568,694.1494,80.4844,2.0056,-1.5308,0.0000,609.6437
289,5,39,26,556.6876,755.3432,696.0364,82.3714,2.0056,0.8348,0.0000,611.5308
290,5,40,26,-2.7459,-144.6568,623.2369,9.5719,2.0056,1.1163,0.0000,538.7313
291,5,41,26,357.7543,-444.6568,675.6092,61.9442,2.0056,-0.7091,0.0000,591.1036
292,5,42,26,283.5723,855.3432,665.5166,51.8516,2.0056,-0.9840,0.0000,581.0110
293,5,43,26,-193.0211,455.3432,563.8417,-49.8233,2.0056,1.6503,0.9693,478.3668
294,5,44,26,468.9423,255.3432,715.8329,102.1679,2.0056,-1.7564,0.0000,631.3273
295,5,45,26,-217.2723,155.3432,575.3034,-38.3616,2.0056,1.6502,1.5384,489.2593
296,5,46,26,468.9599,55.3432,715.8347,102.1697,2.0056,-1.7566,0.0000,631.3291
297,5,47,26,457.9314,-344.6568,701.9258,88.2608,2.0056,-0.9385,0.0000,617.4202
298,5,48,26,458.2863,655.3432,701.9652,88.3002,2.0056,-1.1187,0.0000,617.4596
299,5,49,26,260.9358,655.3432,670.4820,56.8170,2.0056,0.6857,0.0000,585.9764
300,5,50,26,-125.5168,-344.6568,566.6832,-46.9818,2.0056,1.6501,0.6465,481.5311
301,6,1,31,780.1084,855.3432,722.5654,108.9004,2.0056,-1.8514,0.0000,638.0598
302,6,2,31,779.9595,-544.6568,722.5528,108.8878,2.0056,-1.8503,0.0000,638.0471
303,6,3,31,160.1135,755.3432,645.6073,31.9423,2.0056,-0.3051,0.0000,561.1017
304,6,4,31,-265.2894,555.3432,533.9590,-79.7060,2.0056,1.6501,2.7664,446.6869
305,6,5,31,283.4247,-544.6568,665.4919,51.8269,2.0056,-0.7811,0.0000,580.9863
306,6,6,31,-265.2296,-244.6568,533.9465,-79.7185,2.0056,1.6509,2.7339,446.7070
307,6,7,31,510.8000,555.3432,713.9460,100.2810,2.0056,-1.5164,0.0000,629.4404
308,6,8,31,510.8630,-244.6568,713.9525,100.2875,2.0056,-1.5389,0.0000,629.4469
309,6,9,31,94.3893,455.3432,651.5279,37.8629,2.0056,-0.0261,0.0000,567.0223
310,6,10,31,-33.5021,-444.6568,595.7718,-17.8932,2.0056,1.5817,0.0000,511.2662
311,6,11,31,481.4907,855.3432,694.1675,80.5025,2.0056,-1.5248,0.0000,609.6619
312,6,12,31,-128.1311,755.3432,565.0968,-48.5682,2.0056,1.6502,1.6090,478.9822
313,6,13,31,-306.7720,255.3432,537.0431,-76.6219,2.0056,1.6502,2.5408,449.9967
314,6,14,31,576.5633,355.3432,725.3049,111.6399,2.0056,-1.7397,0.0000,640.7993
315,6,15,31,576.5583,-44.6568,725.3044,111.6394,2.0056,-1.7381,0.0000,640.7988
316,6,16,31,278.6628,355.3432,690.2729,76.6079,2.0056,-1.0443,0.0000,605.7672
317,6,17,31,-205.2068,-44.6568,569.9969,-43.6681,2.0056,1.6508,1.5666,483.9247
318,6,18,31,556.6869,-444.6568,696.0199,82.3549,2.0056,0.8049,0.0000,611.5143
319,6,19,31,260.5862,-344.6568,669.7750,56.1100,2.0056,1.1642,0.0000,585.2694
320,6,20,31,-110.8354,355.3432,601.9975,-11.6675,2.0056,1.6508,0.4950,516.9969
321,6,21,31,377.7089,-44.6568,704.0001,90.3351,2.0056,-1.3514,0.0000,619.4945
322,6,22,31,312.7224,555.3432,686.4424,72.7774,2.0056,-1.0792,0.0000,601.9368
323,6,23,31,-77.2524,-244.6568,599.4379,-14.2271,2.0056,1.6501,0.1049,514.8274
324,6,24,31,-77.3130,555.3432,599.3848,-14.2802,2.0056,1.6502,0.0705,514.8087
325,6,25,31,657.1662,655.3432,722.9742,109.3092,2.0056,-1.5653,0.0000,638.4685
326,6,26,31,565.5359,155.3432,725.3718,111.7068,2.0056,-1.6729,0.0000,640.8661
327,6,27,31,357.7544,755.3432,675.6093,61.9443,2.0056,-0.7090,0.0000,591.1036
328,6,28,31,270.4669,55.3432,691.5633,77.8983,2.0056,-1.1981,0.0000,607.0577
329,6,29,31,-306.7556,55.3432,537.0754,-76.5896,2.0056,1.6502,2.5664,450.0034
330,6,30,31,160.1126,-444.6568,645.6116,31.9466,2.0056,-0.3600,0.0000,561.1059
331,6,31,31,656.8107,-344.6568,722.9409,109.2759,2.0056,-1.5690,0.0000,638.4353
332,6,32,31,66.2616,-344.6568,626.1068,12.4418,2.0056,1.6503,3.3946,538.2066
333,6,33,31,66.6051,655.3432,626.2189,12.5539,2.0056,1.6503,3.4094,538.3038
334,6,34,31,291.0172,-144.6568,687.9254,74.2604,2.0056,-1.0005,0.0000,603.4198
335,6,35,31,171.6919,255.3432,675.8705,62.2055,2.0056,-0.7921,0.0000,591.3648
336,6,36,31,389.9592,455.3432,702.4287,88.7637,2.0056,-1.4117,0.0000,617.9230
337,6,37,31,-23.5537,255.3432,632.8642,19.1992,2.0056,0.6783,0.0000,548.3586
338,6,38,31,481.3422,-544.6568,694.1494,80.4844,2.0056,-1.5308,0.0000,609.6437
339,6,39,31,556.6876,755.3432,696.0364,82.3714,2.0056,0.8348,0.0000,611.5308
340,6,40,31,-2.7459,-144.6568,627.7982,14.1332,2.0056,0.9576,0.0000,543.2926
341,6,41,31,357.7543,-444.6568,675.6092,61.9442,2.0056,-0.7091,0.0000,591.1036
342,6,42,31,283.5723,855.3432,665.5166,51.8516,2.0056,-0.9840,0.0000,581.0110
343,6,43,31,-193.0211,455.3432,567.9550,-45.7100,2.0056,1.6501,1.5423,481.9070
344,6,44,31,468.9423,255.3432,715.9602,102.2952,2.0056,-1.7589,0.0000,631.4546
345,6,45,31,-217.2723,155.3432,575.3034,-38.3616,2.0056,1.6502,1.5384,489.2593
346,6,46,31,468.9599,55.3432,715.9621,102.2971,2.0056,-1.7614,0.0000,631.4564
347,6,47,31,457.9314,-344.6568,701.9258,88.2608,2.0056,-0.9385,0.0000,617.4202
348,6,48,31,458.2863,655.3432,701.9652,88.3002,2.0056,-1.1187,0.0000,617.4596
349,6,49,31,260.9358,655.3432,669.8476,56.1826,2.0056,1.1726,0.0000,585.3420
350,6,50,31,-125.5168,-344.6568,566.6832,-46.9818,2.0056,1.6501,0.6332,481.5444
351,7,1,36,780.1084,855.3432,722.5654,108.9004,2.0056,-1.8514,0.0000,638.0598
352,7,2,36,779.9595,-544.6568,722.5528,108.8878,2.0056,-1.8503,0.0000,638.0471
353,7,3,36,160.1135,755.3432,645.6073,31.9423,2.0056,-0.3051,0.0000,561.1017
354,7,4,36,-265.2894,555.3432,533.9590,-79.7060,2.0056,1.6501,2.7664,446.6869
355,7,5,36,283.4247,-544.6568,665.4919,51.8269,2.0056,-0.7811,0.0000,580.9863
356,7,6,36,-265.2296,-244.6568,533.9465,-79.7185,2.0056,1.6509,2.7339,446.7070
357,7,7,36,510.8000,555.3432,713.9460,100.2810,2.0056,-1.5164,0.0000,629.4404
358,7,8,36,510.8630,-244.6568,713.9525,100.2875,2.0056,-1.5389,0.0000,629.4469
359,7,9,36,94.3893,455.3432,651.5279,37.8629,2.0056,-0.0261,0.0000,567.0223
360,7,10,36,-33.5021,-444.6568,595.7718,-17.8932,2.0056,1.5817,0.0000,511.2662
361,7,11,36,481.4907,855.3432,694.1675,80.5025,2.0056,-1.5248,0.0000,609.6619
362,7,12,36,-128.1311,755.3432,565.0968,-48.5682,2.0056,1.6502,1.6090,478.9822
363,7,13,36,-306.7720,255.3432,537.0431,-76.6219,2.0056,1.6502,2.5408,449.9967
364,7,14,36,576.5633,355.3432,725.3049,111.6399,2.0056,-1.7397,0.0000,640.7993
365,7,15,36,576.5583,-44.6568,725.3044,111.6394,2.0056,-1.7381,0.0000,640.7988
366,7,16,36,278.6628,355.3432,690.2729,76.6079,2.0056,-1.0443,0.0000,605.7672
367,7,17,36,-205.2068,-44.6568,569.9969,-43.6681,2.0056,1.6508,1.5666,483.9247
368,7,18,36,556.6869,-444.6568,696.0199,82.3549,2.0056,0.8049,0.0000,611.5143
369,7,19,36,260.5862,-344.6568,669.7750,56.1100,2.0056,1.1642,0.0000,585.2694
370,7,20,36,-110.8354,355.3432,601.9975,-11.6675,2.0056,1.6508,0.4950,516.9969
371,7,21,36,377.7089,-44.6568,704.0001,90.3351,2.0056,-1.3514,0.0000,619.4945
372,7,22,36,312.7224,555.3432,686.4424,72.7774,2.0056,-1.0792,0.0000,601.9368
373,7,23,36,-77.2524,-244.6568,599.4379,-14.2271,2.0056,1.6501,0.1049,514.8274
374,7,24,36,-77.3130,555.3432,599.3848,-14.2802,2.0056,1.6502,0.0705,514.8087
375,7,25,36,657.1662,655.3432,722.9742,109.3092,2.0056,-1.5653,0.0000,638.4685
376,7,26,36,565.5359,155.3432,725.3718,111.7068,2.0056,-1.6729,0.0000,640.8661
377,7,27,36,357.7544,755.3432,675.6093,61.9443,2.0056,-0.7090,0.0000,591.1036
378,7,28,36,270.4669,55.3432,691.5633,77.8983,2.0056,-1.1981,0.0000,607.0577
379,7,29,36,-306.7556,55.3432,537.0754,-76.5896,2.0056,1.6502,2.5664,450.0034
380,7,30,36,160.1126,-444.6568,645.6116,31.9466,2.0056,-0.3600,0.0000,561.1059
381,7,31,36,656.8107,-344.6568,722.9409,109.2759,2.0056,-1.5690,0.0000,638.4353
382,7,32,36,66.2616,-344.6568,626.1068,12.4418,2.0056,1.6503,3.3946,538.2066
383,7,33,36,66.6051,655.3432,626.2189,12.5539,2.0056,1.6503,3.4094,538.3038
384,7,34,36,291.0172,-144.6568,687.9254,74.2604,2.0056,-1.0005,0.0000,603.4198
385,7,35,36,171.6919,255.3432,675.8705,62.2055,2.0056,-0.7921,0.0000,591.3648
386,7,36,36,389.9592,455.3432,702.4287,88.7637,2.0056,-1.4117,0.0000,617.9230
387,7,37,36,-23.5537,255.3432,632.8642,19.1992,2.0056,0.6783,0.0000,548.3586
388,7,38,36,481.3422,-544.6568,694.1494,80.4844,2.0056,-1.5308,0.0000,609.6437
389,7,39,36,556.6876,755.3432,696.0364,82.3714,2.0056,0.8348,0.0000,611.5308
390,7,40,36,-2.7459,-144.6568,627.7982,14.1332,2.0056,0.9576,0.0000,543.2926
391,7,41,36,357.7543,-444.6568,675.6092,61.9442,2.0056,-0.7091,0.0000,591.1036
392,7,42,36,283.5723,855.3432,665.5166,51.8516,2.0056,-0.9840,0.0000,581.0110
393,7,43,36,-193.0211,455.3432,567.9550,-45.7100,2.0056,1.6501,1.5423,481.9070
394,7,44,36,468.9423,255.3432,715.9602,102.2952,2.0056,-1.7589,0.0000,631.4546
395,7,45,36,-217.2723,155.3432,575.3034,-38.3616,2.0056,1.6502,1.5384,489.2593
396,7,46,36,468.9599,55.3432,715.9621,102.2971,2.0056,-1.7614,0.0000,631.4564
397,7,47,36,457.9314,-344.6568,701.9258,88.2608,2.0056,-0.9385,0.0000,617.4202
398,7,48,36,458.2863,655.3432,701.9652,88.3002,2.0056,-1.1187,0.0000,617.4596
399,7,49,36,260.9358,655.3432,669.8476,56.1826,2.0056,1.1726,0.0000,585.3420
400,7,50,36,-125.5168,-344.6568,566.6832,-46.9818,2.0056,1.6501,0.6332,481.5444
401,8,1,41,780.1084,855.3432,722.5654,108.9004,2.0056,-1.8514,0.0000,638.0598
402,8,2,41,779.9595,-544.6568,722.5528,108.8878,2.0056,-1.8503,0.0000,638.0471
403,8,3,41,160.1135,755.3432,645.6073,31.9423,2.0056,-0.3051,0.0000,561.1017
404,8,4,41,-265.2894,555.3432,533.9590,-79.7060,2.0056,1.6501,2.7664,446.6869
405,8,5,41,283.4247,-544.6568,665.4919,51.8269,2.0056,-0.7811,0.0000,580.9863
406,8,6,41,-265.2296,-244.6568,533.9465,-79.7185,2.0056,1.6509,2.7339,446.7070
407,8,7,41,510.8000,555.3432,713.9460,100.2810,2.0056,-1.5164,0.0000,629.4404
408,8,8,41,510.8630,-244.6568,713.9525,100.2875,2.0056,-1.5389,0.0000,629.4469
409,8,9,41,94.3893,455.3432,651.5279,37.8629,2.0056,-0.0261,0.0000,567.0223
410,8,10,41,-33.5021,-444.6568,595.7718,-17.8932,2.0056,1.5817,0.0000,511.2662
411,8,11,41,481.4907,855.3432,694.1675,80.5025,2.0056,-1.5248,0.0000,609.6619
412,8,12,41,-128.1311,755.3432,565.0968,-48.5682,2.0056,1.6502,1.6090,478.9822
413,8,13,41,-306.7720,255.3432,537.0431,-76.6219,2.0056,1.6502,2.5408,449.9967
414,8,14,41,576.5633,355.3432,725.3049,111.6399,2.0056,-1.7397,0.0000,640.7993
415,8,15,41,576.5583,-44.6568,725.3044,111.6394,2.0056,-1.7381,0.0000,640.7988
416,8,16,41,278.6628,355.3432,690.2729,76.6079,2.0056,-1.0443,0.0000,605.7672
417,8,17,41,-205.2068,-44.6568,569.9969,-43.6681,2.0056,1.6508,1.5666,483.9247
418,8,18,41,556.6869,-444.6568,696.0199,82.3549,2.0056,0.8049,0.0000,611.5143
419,8,19,41,260.5862,-344.6568,669.7750,56.1100,2.0056,1.1642,0.0000,585.2694
420,8,20,41,-110.8354,355.3432,601.9975,-11.6675,2.0056,1.6508,0.4950,516.9969
421,8,21,41,377.7089,-44.6568,704.0001,90.3351,2.0056,-1.3514,0.0000,619.4945
422,8,22,41,312.7224,555.3432,686.4424,72.7774,2.0056,-1.0792,0.0000,601.9368
423,8,23,41,-77.2524,-244.6568,599.4379,-14.2271,2.0056,1.6501,0.1049,514.8274
424,8,24,41,-77.3130,555.3432,599.3848,-14.2802,2.0056,1.6502,0.0705,514.8087
425,8,25,41,657.1662,655.3432,722.9742,109.3092,2.0056,-1.5653,0.0000,638.4685
426,8,26,41,565.5359,155.3432,725.3718,111.7068,2.0056,-1.6729,0.0000,640.8661
427,8,27,41,357.7544,755.3432,675.6093,61.9443,2.0056,-0.7090,0.0000,591.1036
428,8,28,41,270.4669,55.3432,691.5633,77.8983,2.0056,-1.1981,0.0000,607.0577
429,8,29,41,-306.7556,55.3432,537.0754,-76.5896,2.0056,1.6502,2.5664,450.0034
430,8,30,41,160.1126,-444.6568,645.6116,31.9466,2.0056,-0.3600,0.0000,561.1059
431,8,31,41,656.8107,-344.6568,722.9409,109.2759,2.0056,-1.5690,0.0000,638.4353
432,8,32,41,66.2616,-344.6568,626.1068,12.4418,2.0056,1.6503,3.3946,538.2066
433,8,33,41,66.6051,655.3432,626.2189,12.5539,2.0056,1.6503,3.4094,538.3038
434,8,34,41,291.0172,-144.6568,687.9254,74.2604,2.0056,-1.0005,0.0000,603.4198
435,8,35,41,171.6919,255.3432,675.8705,62.2055,2.0056,-0.7921,0.0000,591.3648
436,8,36,41,389.9592,455.3432,702.4287,88.7637,2.0056,-1.4117,0.0000,617.9230
437,8,37,41,-23.5537,255.3432,632.8642,19.1992,2.0056,0.6783,0.0000,548.3586
438,8,38,41,481.3422,-544.6568,694.1494,80.4844,2.0056,-1.5308,0.0000,609.6437
439,8,39,41,556.6876,755.3432,696.0364,82.3714,2.0056,0.8348,0.0000,611.5308
440,8,40,41,-2.7459,-144.6568,627.7982,14.1332,2.0056,0.9576,0.0000,543.2926
441,8,41,41,357.7543,-444.6568,675.6092,61.9442,2.0056,-0.7091,0.0000,591.1036
442,8,42,41,283.5723,855.3432,665.5166,51.8516,2.0056,-0.9840,0.0000,581.0110
443,8,43,41,-193.0211,455.3432,567.9550,-45.7100,2.0056,1.6501,1.5423,481.9070
444,8,44,41,468.9423,255.3432,715.9602,102.2952,2.0056,-1.7589,0.0000,631.4546
445,8,45,41,-217.2723,155.3432,575.3034,-38.3616,2.0056,1.6502,1.5384,489.2593
446,8,46,41,468.9599,55.3432,715.9621,102.2971,2.0056,-1.7614,0.0000,631.4564
447,8,47,41,457.9314,-344.6568,701.9258,88.2608,2.0056,-0.9385,0.0000,617.4202
448,8,48,41,458.2863,655.3432,701.9652,88.3002,2.0056,-1.1187,0.0000,617.4596
449,8,49,41,260.9358,655.3432,669.8476,56.1826,2.0056,1.1726,0.0000,585.3420
450,8,50,41,-125.5168,-344.6568,566.6832,-46.9818,2.0056,1.6501,0.6332,481.5444
451,9,1,46,780.1084,855.3432,722.5654,108.9004,2.0056,-1.8514,0.0000,638.0598
452,9,2,46,779.9595,-544.6568,722.5528,108.8878,2.0056,-1.8503,0.0000,638.0471
453,9,3,46,160.1135,755.3432,645.6073,31.9423,2.0056,-0.3051,0.0000,561.1017
454,9,4,46,-265.2894,555.3432,533.9590,-79.7060,2.0056,1.6501,2.7664,446.6869
455,9,5,46,283.4247,-544.6568,665.4919,51.8269,2.0056,-0.7811,0.0000,580.9863
456,9,6,46,-265.2296,-244.6568,533.9465,-79.7185,2.0056,1.6509,2.7339,446.7070
457,9,7,46,510.8000,555.3432,713.9460,100.2810,2.0056,-1.5164,0.0000,629.4404
458,9,8,46,510.8630,-244.6568,713.9525,100.2875,2.0056,-1.5389,0.0000,629.4469
459,9,9,46,94.3893,455.3432,651.5279,37.8629,2.0056,-0.0261,0.0000,567.0223
460,9,10,46,-33.5021,-444.6568,595.7718,-17.8932,2.0056,1.5817,0.0000,511.2662
461,9,11,46,481.4907,855.3432,694.1675,80.5025,2.0056,-1.5248,0.0000,609.6619
462,9,12,46,-128.1311,755.3432,565.0968,-48.5682,2.0056,1.6502,1.6090,478.9822
463,9,13,46,-306.7720,255.3432,537.0431,-76.6219,2.0056,1.6502,2.5408,449.9967
464,9,14,46,576.5633,355.3432,725.3049,111.6399,2.0056,-1.7397,0.0000,640.7993
465,9,15,46,576.5583,-44.6568,725.3044,111.6394,2.0056,-1.7381,0.0000,640.7988
466,9,16,46,278.6628,355.3432,690.2729,76.6079,2.0056,-1.0443,0.0000,605.7672
467,9,17,46,-205.2068,-44.6568,569.9969,-43.6681,2.0056,1.6508,1.5666,483.9247
468,9,18,46,556.6869,-444.6568,696.0199,82.3549,2.0056,0.8049,0.0000,611.5143
469,9,19,46,260.5862,-344.6568,669.7750,56.1100,2.0056,1.1642,0.0000,585.2694
470,9,20,46,-110.8354,355.3432,601.9975,-11.6675,2.0056,1.6508,0.4950,516.9969
471,9,21,46,377.7089,-44.6568,704.0001,90.3351,2.0056,-1.3514,0.0000,619.4945
472,9,22,46,312.7224,555.3432,686.4424,72.7774,2.0056,-1.0792,0.0000,601.9368
473,9,23,46,-77.2524,-244.6568,599.4379,-14.2271,2.0056,1.6501,0.1049,514.8274
474,9,24,46,-77.3130,555.3432,599.3848,-14.2802,2.0056,1.6502,0.0705,514.8087
475,9,25,46,657.1662,655.3432,722.9742,109.3092,2.0056,-1.5653,0.0000,638.4685
476,9,26,46,565.5359,155.3432,725.3718,111.7068,2.0056,-1.6729,0.0000,640.8661
477,9,27,46,357.7544,755.3432,675.6093,61.9443,2.0056,-0.7090,0.0000,591.1036
478,9,28,46,270.4669,55.3432,691.5633,77.8983,2.0056,-1.1981,0.0000,607.0577
479,9,29,46,-306.7556,55.3432,537.0754,-76.5896,2.0056,1.6502,2.5664,450.0034
480,9,30,46,160.1126,-444.6568,645.6116,31.9466,2.0056,-0.3600,0.0000,561.1059
481,9,31,46,656.8107,-344.6568,722.9409,109.2759,2.0056,-1.5690,0.0000,638.4353
482,9,32,46,66.2616,-344.6568,626.1068,12.4418,2.0056,1.6503,3.3946,538.2066
483,9,33,46,66.6051,655.3432,626.2189,12.5539,2.0056,1.6503,3.4094,538.3038
484,9,34,46,291.0172,-144.6568,687.9254,74.2604,2.0056,-1.0005,0.0000,603.4198
485,9,35,46,171.6919,255.3432,675.8705,62.2055,2.0056,-0.7921,0.0000,591.3648
486,9,36,46,389.9592,455.3432,702.4287,88.7637,2.0056,-1.4117,0.0000,617.9230
487,9,37,46,-23.5537,255.3432,632.8642,19.1992,2.0056,0.6783,0.0000,548.3586
488,9,38,46,481.3422,-544.6568,694.1494,80.4844,2.0056,-1.5308,0.0000,609.6437
489,9,39,46,556.6876,755.3432,696.0364,82.3714,2.0056,0.8348,0.0000,611.5308
490,9,40,46,-2.7459,-144.6568,627.7982,14.1332,2.0056,0.9576,0.0000,543.2926
491,9,41,46,357.7543,-444.6568,675.6092,61.9442,2.0056,-0.7091,0.0000,591.1036
492,9,42,46,283.5723,855.3432,665.5166,51.8516,2.0056,-0.9840,0.0000,581.0110
493,9,43,46,-193.0211,455.3432,567.9550,-45.7100,2.0056,1.6501,1.5423,481.9070
494,9,44,46,468.9423,255.3432,715.9602,102.2952,2.0056,-1.7589,0.0000,631.4546
495,9,45,46,-217.2723,155.3432,575.3034,-38.3616,2.0056,1.6502,1.5384,489.2593
496,9,46,46,468.9599,55.3432,715.9621,102.2971,2.0056,-1.7614,0.0000,631.4564
497,9,47,46,457.9314,-344.6568,701.9258,88.2608,2.0056,-0.9385,0.0000,617.4202
498,9,48,46,458.2863,655.3432,701.9652,88.3002,2.0056,-1.1187,0.0000,617.4596
499,9,49,46,260.9358,655.3432,669.8476,56.1826,2.0056,1.1726,0.0000,585.3420
500,9,50,46,-125.5168,-344.6568,566.6832,-46.9818,2.0056,1.6501,0.6332,481.5444
501,10,1,51,780.1084,855.3432,722.5654,108.9004,2.0056,-1.8514,0.0000,638.0598
502,10,2,51,779.9595,-544.6568,722.5528,108.8878,2.0056,-1.8503,0.0000,638.0471
503,10,3,51,160.1135,755.3432,645.6073,31.9423,2.0056,-0.3051,0.0000,561.1017
504,10,4,51,-265.2894,555.3432,535.9854,-77.6796,2.0056,1.6504,4.1340,447.3458
505,10,5,51,283.4247,-544.6568,665.4919,51.8269,2.0056,-0.7811,0.0000,580.9863
506,10,6,51,-265.2296,-244.6568,536.0765,-77.5885,2.0056,1.6503,4.2029,447.3680
507,10,7,51,510.8000,555.3432,715.6723,102.0073,2.0056,-1.7389,0.0000,631.1667
508,10,8,51,510.8630,-244.6568,715.6765,102.0115,2.0056,-1.7048,0.0000,631.1709
509,10,9,51,94.3893,455.3432,661.5833,47.9183,2.0056,-0.2598,0.0000,577.0776
510,10,10,51,-33.5021,-444.6568,595.7718,-17.8932,2.0056,1.5817,0.0000,511.2662
511,10,11,51,481.4907,855.3432,694.1675,80.5025,2.0056,-1.5248,0.0000,609.6619
512,10,12,51,-128.1311,755.3432,565.0968,-48.5682,2.0056,1.6502,1.6090,478.9822
513,10,13,51,-306.7720,255.3432,537.0431,-76.6219,2.0056,1.6502,2.5408,449.9967
514,10,14,51,576.5633,355.3432,726.3085,112.6435,2.0056,-1.7660,0.0000,641.8029
515,10,15,51,576.5583,-44.6568,726.3082,112.6432,2.0056,-1.7644,0.0000,641.8025
516,10,16,51,278.6628,355.3432,695.8650,82.2000,2.0056,-1.3687,0.0000,611.3594
517,10,17,51,-205.2068,-44.6568,572.1668,-41.4982,2.0056,1.6501,3.0858,484.5754
518,10,18,51,556.6869,-444.6568,696.0199,82.3549,2.0056,0.8049,0.0000,611.5143
519,10,19,51,260.5862,-344.6568,670.6570,56.9920,2.0056,1.6501,0.5616,585.5899
520,10,20,51,-110.8354,355.3432,610.8729,-2.7921,2.0056,1.6504,2.0849,524.2824
521,10,21,51,377.7089,-44.6568,707.8177,94.1527,2.0056,-1.5035,0.0000,623.3120
522,10,22,51,312.7224,555.3432,691.2776,77.6126,2.0056,-0.9374,0.0000,606.7720
523,10,23,51,-77.2524,-244.6568,608.5561,-5.1089,2.0056,1.6501,0.8809,523.1696
524,10,24,51,-77.3130,555.3432,608.4884,-5.1766,2.0056,1.6501,0.8382,523.1447
525,10,25,51,657.1662,655.3432,722.9931,109.3281,2.0056,-1.5800,0.0000,638.4875
526,10,26,51,565.5359,155.3432,725.3718,111.7068,2.0056,-1.6729,0.0000,640.8661
527,10,27,51,357.7544,755.3432,675.6093,61.9443,2.0056,-0.7090,0.0000,591.1036
528,10,28,51,270.4669,55.3432,691.8196,78.1546,2.0056,-1.2215,0.0000,607.3139
529,10,29,51,-306.7556,55.3432,537.0754,-76.5896,2.0056,1.6502,2.5664,450.0034
530,10,30,51,160.1126,-444.6568,645.6116,31.9466,2.0056,-0.3600,0.0000,561.1059
531,10,31,51,656.8107,-344.6568,722.9547,109.2897,2.0056,-1.5588,0.0000,638.4491
532,10,32,51,66.2616,-344.6568,627.5279,13.8629,2.0056,1.6502,3.2975,539.7249
533,10,33,51,66.6051,655.3432,627.6119,13.9469,2.0056,1.6502,3.2847,539.8216
534,10,34,51,291.0172,-144.6568,694.0758,80.4108,2.0056,-1.1966,0.0000,609.5702
535,10,35,51,171.6919,255.3432,676.1206,62.4556,2.0056,-0.7878,0.0000,591.6149
536,10,36,51,389.9592,455.3432,706.7964,93.1314,2.0056,-1.4926,0.0000,622.2908
537,10,37,51,-23.5537,255.3432,632.8642,19.1992,2.0056,0.6783,0.0000,548.3586
538,10,38,51,481.3422,-544.6568,694.1494,80.4844,2.0056,-1.5308,0.0000,609.6437
539,10,39,51,556.6876,755.3432,696.0364,82.3714,2.0056,0.8348,0.0000,611.5308
540,10,40,51,-2.7459,-144.6568,639.8043,26.1393,2.0056,0.6238,0.0000,555.2987
541,10,41,51,357.7543,-444.6568,675.6092,61.9442,2.0056,-0.7091,0.0000,591.1036
542,10,42,51,283.5723,855.3432,665.5166,51.8516,2.0056,-0.9840,0.0000,581.0110
543,10,43,51,-193.0211,455.3432,577.1297,-36.5353,2.0056,1.6502,3.7157,488.9084
544,10,44,51,468.9423,255.3432,715.9637,102.2987,2.0056,-1.7600,0.0000,631.4581
545,10,45,51,-217.2723,155.3432,575.3034,-38.3616,2.0056,1.6502,1.5384,489.2593
546,10,46,51,468.9599,55.3432,715.9655,102.3005,2.0056,-1.7625,0.0000,631.4599
547,10,47,51,457.9314,-344.6568,702.4139,88.7489,2.0056,-0.7618,0.0000,617.9083
548,10,48,51,458.2863,655.3432,702.4506,88.7856,2.0056,-0.9284,0.0000,617.9450
549,10,49,51,260.9358,655.3432,670.7298,57.0648,2.0056,1.6501,0.5627,585.6615
550,10,50,51,-125.5168,-344.6568,567.0988,-46.5662,2.0056,1.6502,0.6015,481.9917
551,11,1,56,780.1084,855.3432,722.5654,108.9004,2.0056,-1.8514,0.0000,638.0598
552,11,2,56,779.9595,-544.6568,722.5528,108.8878,2.0056,-1.8503,0.0000,638.0471
553,11,3,56,160.1135,755.3432,645.6073,31.9423,2.0056,-0.3051,0.0000,561.1017
554,11,4,56,-265.2894,555.3432,535.9854,-77.6796,2.0056,1.6504,4.1340,447.3458
555,11,5,56,283.4247,-544.6568,665.4919,51.8269,2.0056,-0.7811,0.0000,580.9863
556,11,6,56,-265.2296,-244.6568,536.0765,-77.5885,2.0056,1.6503,4.2029,447.3680
