Time,A1,A2,A3,A(mm/s2),A(in g)
0.006231411458090977,112960.2123908179,-114061.98728801722,991225.5544875329,1004140.5511165336,102.46332154250342
0.006256437206918652,113693.36322599705,-115643.65092451344,994225.9481225975,1007365.311473966,102.79237872183326
0.0062814629557463265,114816.59924086533,-116887.4740583667,997396.4749076844,1010764.6913161209,103.1392542159307
0.0063064887045740006,116255.80538010805,-117839.17119797855,1000597.3905983947,1014197.5254483545,103.48954341309741
0.0063315144534016755,117974.48233245705,-118554.7357498085,1003637.8481158977,1017478.3211553126,103.82431848523598
0.00635654020222935,119957.080301456,-119095.17731378021,1006287.5646836007,1020386.2137498015,104.1210422193675
0.0063815659510570244,122181.708452006,-119524.46344538087,1008311.9329642316,1022696.1530191001,104.35675030807144
0.006406591699884699,124597.83205442993,-119913.67178487017,1009513.0467497983,1024217.0180150522,104.51194061378085
0.006431617448712374,127106.95570191025,-120352.4002456248,1009768.817979093,1024828.7389586577,104.57436111823039
0.006456643197540048,129558.21841374642,-120963.83540219333,1009039.1694413304,1024488.9588964217,104.53968968330835
0.006481668946367723,131752.71871153908,-121915.9785686619,1007359.3482924292,1023227.8051881056,104.41100052939852
0.006506694695195398,133438.1437472709,-123422.37800749158,1004851.0522836535,1021158.3906890324,104.19983578459512
0.006531720444023072,134316.0080567069,-125737.39887754804,1001687.4810935531,1018444.1532436849,103.92287277996786
0.006556746192850747,134066.49505086825,-129144.13012789373,998034.0642988689,1015245.795333635,103.59650972792194
0.006581771941678422,132376.62763930685,-133930.77941059376,994013.3096174336,1011693.3749487796,103.23401785191629
0.006606797690506096,128968.92620792237,-140353.7154159489,989707.8658991016,1007895.7332880981,102.8465033967447
0.006631823439333771,123639.38053832395,-148589.64718805157,985194.8871142755,1003979.3550015404,102.44687295934085
0.006656849188161445,116315.89336791662,-158672.2462538142,980600.2312451323,1000141.5311340408,102.05525827898376
0.00668187493698912,107147.063604167,-170408.84308523155,976113.0161524002,996652.5409288845,101.69923887029434
0.006706900685816795,96623.76036186727,-183277.54271163064,971951.0737012755,993788.558194867,101.40699573417011
0.006731926434644469,85592.54637053265,-196437.8755813258,968298.4618592553,991723.6682648266,101.19629268008434
0.006756952183472144,74877.93499443414,-209106.17639937776,965214.1175063672,990439.4937547097,101.0652544647663
0.006781977932299819,65073.82763276884,-220747.70204009925,962612.0126320339,989740.3891233726,100.99391725748701
0.006807003681127493,56504.959685425805,-231101.82103344073,960286.9267565432,989318.8787510877,100.95090599500895
0.006832029429955168,49283.69453764277,-240108.87210891914,957959.6828064052,988821.4737231182,100.90015037991002
0.006857055178782843,43376.3946529539,-247833.7754819958,955334.1841921345,987910.1656370533,100.80715975888299
0.006882080927610517,38668.800638851935,-254412.94704677621,952139.5185686678,986301.6204939577,100.64302249938345
0.006907106676438192,35003.59013346716,-260014.46419559227,948192.4097802223,983819.9118115893,100.38978691954993
0.0069321324252658665,32204.50185140812,-264809.19379310514,943420.9985024466,980410.2301951352,100.04186022399341
0.0069571581740935405,30099.532208584304,-268951.5989832436,937899.1497037888,976163.7974492261,99.60855076012511
0.0069821839229212155,28538.67048865616,-272562.4216276899,931856.9680596612,971319.7919932939,99.11426448911163
0.0070072096717488895,27403.771734115646,-275708.45792522066,925672.2799999106,966248.0480890182,98.59673960092023
0.007032235420576564,26632.677170742114,-278378.97160454193,919806.6878815914,961378.4345388175,98.099840259063
0.007057261169404239,26218.988911869514,-280506.62267510715,914692.9224560836,957096.9350772775,97.66295255890586
0.007082286918231913,26145.75111990961,-282072.4746627696,910608.8130108563,953654.492778679,97.3116829365999
0.007107312667059588,26383.7343915682,-283110.212407944,907653.6610528381,951148.0758706534,97.05592610925034
0.007132338415887263,26903.196313369524,-283684.4020485766,905776.5002377247,949542.8849295935,96.89213111526465
0.007157364164714937,27681.413937618745,-283873.1862027281,904806.220464137,948696.2333186703,96.80573809374188
0.007182389913542612,28704.76798665485,-283754.29493905563,904490.6882204181,948390.1458150033,96.77450467500034
0.007207415662370287,29952.175562332737,-283396.05850836873,904625.671760668,948450.3491524684,96.78064787270087
0.007232441411197961,31369.789494713506,-282851.71130577696,905141.6119585013,948825.8491317362,96.81896419711595
0.007257467160025636,32859.37633531196,-282158.14620187937,906071.4311396572,949556.9474278223,96.89356606406349
0.007282492908853311,34297.825749280026,-281342.6876743773,907437.3820311942,950669.5803836713,97.00710003915016
0.007307518657680985,35563.30209656941,-280426.3346660081,909224.1260782223,952151.3477767502,97.15830079354593
0.00733254440650866,36554.60627752241,-279424.3246296914,911425.4829208939,953997.1715641768,97.34665015960985
0.007357570155336334,37216.96039370025,-278339.5205319022,914075.5882211234,956238.5538205205,97.575362634747
0.007382595904164009,37564.21908395841,-277155.1053871233,917236.5923589686,958931.1702935909,97.85011941771334
0.007407621652991684,37676.73351881406,-275836.61216523196,920952.4349811961,962111.6153321924,98.17465462573391
0.007432647401819358,37670.201486307145,-274345.9769886971,925234.4782572723,965786.5182979017,98.54964472427567
0.007457673150647033,37660.78481770722,-272658.8601222877,930003.6838665579,969880.4259918041,98.96739040732695
0.007482698899474708,37743.85585980792,-270774.10987442976,935053.4535354711,974201.3027098164,99.40829619487923
0.007507724648302382,37994.323494237586,-268710.94928994204,940069.5267618154,978457.8979351075,99.84264264643956
0.007532750397130057,38471.97195146216,-266505.521451253,944673.117193146,982299.6406073867,100.2346572048354
0.007557776145957732,39229.613474379614,-264207.1028297773,948479.2080734915,985371.5867156659,100.54812109343528
0.007582801894785406,40311.40273585395,-261869.8216782533,951162.1450108218,987375.4295087067,100.75259484782721
0.0076078276436130805,41738.66384443087,-259544.2785522919,952518.1613848326,988127.6214927096,100.82934913190915
0.0076328533924407554,43499.65512770346,-257266.42815697438,952516.3220001415,987605.9835428066,100.77612076967415
0.0076578791412684295,45555.97571039955,-255049.6013698483,951294.8716960518,985945.0182423675,100.60663451452731
0.007682904890096104,47863.268300463285,-252883.87463136812,949090.4590980774,983368.6216530821,100.34373690337571
0.007707930638923779,50383.45525356329,-250741.5941754602,946113.1486637187,980071.3900973218,100.00728470380835
0.007732956387751453,53082.41766893228,-248580.89647786366,942445.960352462,976122.222543862,99.60430842284303
0.007757982136579128,55938.04599888951,-246344.9105566117,938024.973485694,971445.176440758,99.1270588204855
0.007783007885406802,58960.20368285209,-243963.06075969015,932683.0343622703,965863.3046247723,98.55748006375227
0.007808033634234477,62193.37723677734,-241361.45778786673,926231.091684239,959180.5902332413,97.8755704319634
0.007833059383062151,65698.11367852989,-238478.2829358717,918556.524337809,951280.306731214,97.06941905420551
0.007858085131889826,69526.14647050913,-235280.10824445283,909690.311443113,942192.6963757734,96.14211187507892
0.007883110880717501,73691.27703020578,-231770.65894476956,899812.0333681975,932099.639541954,95.11220811652592
0.007908136629545176,78143.48151166187,-227984.66306060512,889218.2032665896,921299.3125644682,94.01013393514982
0.007933162378372851,82767.36836059506,-223974.34811594986,878285.0162354296,910164.5541469671,92.8739340966293
0.007958188127200524,87395.2601191127,-219800.7701644843,867416.7369822442,899089.5982426936,91.7438365553769
0.007983213876028199,91827.9966221578,-215532.87689208981,856955.9424144772,888403.2244446217,90.6533902494512
0.008008239624855874,95857.78873458519,-211245.74687751103,847108.0883820765,878296.9854345162,89.622141370869
0.008033265373683549,99285.3330122188,-207011.28525030465,837937.0275472027,868820.8743510976,88.65519126031609
0.008058291122511224,101934.63251871672,-202891.1960182161,829397.9039065753,859916.5016017385,87.74658179609575
0.008083316871338899,103659.2440996158,-198943.8999119763,821361.9730872922,851445.4797806347,86.88219181435048
0.008108342620166572,104327.51919955244,-195236.89686842973,813661.6262517162,843235.9807273922,86.04448782932575
0.008133368368994247,103799.57707909384,-191856.58968776517,806155.119882451,835146.3228207632,85.21901253273093
0.008158394117821922,101905.40978847975,-188909.49259033063,798800.1350524011,827135.5177316001,84.401583442
0.008183419866649597,98437.24896620572,-186516.90182247382,791694.1106780283,819303.3696523356,83.6023846584016
0.008208445615477272,93176.3029831327,-184800.4199991609,785043.9851997221,811866.415971108,82.84351183378651
0.008233471364304946,85954.91029856203,-183859.83456019894,779084.8489687454,805087.5028594134,82.1517860060626
0.00825849711313262,76749.49256555802,-183745.45197059528,773972.5584325867,799178.5764022691,81.54883432676216
0.008283522861960295,65728.8699266642,-184469.66510010703,769685.0661964258,794206.8009765156,81.0415103037261
0.00830854861078797,53239.25261146203,-186016.49745515196,766089.7648847178,790145.6088098206,80.62710293977761
0.008333574359615644,39825.48315866066,-188344.6116693635,763017.3391593415,786927.7106007423,80.29874597966757
0.00835860010844332,26254.96026072149,-191402.37835969447,760241.2093586451,784404.7997553945,80.04130609748924
0.008383625857270992,13449.324461506703,-195113.48700046865,757537.5085436025,782376.6574368004,79.83435279967352
0.008408651606098667,2286.0356811038682,-199383.19386812943,754689.3183532001,780586.2227398996,79.6516553816224
0.008433677354926342,-6537.09264775198,-204067.4646050986,751567.1325367691,778806.4062409376,79.47004145315691
0.008458703103754017,-12602.25847286283,-208964.15285916536,748118.0339536757,776856.1171783584,79.2710323651386
0.008483728852581692,-15956.742455195797,-213838.93706106662,744381.1737290543,774651.5606769586,79.04607762009782
0.008508754601409367,-17194.63001156993,-218494.46546753932,740447.0705802711,772202.9209252194,78.79621642094077
0.00853378035023704,-17340.79948083955,-222789.26147553787,736446.879331895,769603.6411258252,78.5309837883495
0.008558806099064715,-17628.569263300647,-226616.4051678616,732519.1101184133,766974.5812253302,78.26271236993166
0.00858383184789239,-19282.576405441432,-229905.0845659743,728752.4916515284,764400.6539339222,78.00006672795124
0.008608857596720065,-23353.753917041704,-232629.67154889685,725171.4334221112,761928.8482385091,77.74784165699073
0.00863388334554774,-30608.033535723644,-234810.3018329073,721767.0104527036,759618.5535755167,77.51209730362415
0.008658909094375415,-41410.47567817051,-236506.007934437,718519.364680525,757575.0766713503,77.30357925217861
0.008683934843203088,-55590.354903199135,-237798.96984760466,715419.1606073676,755951.8590142722,77.1379447973747
0.008708960592030763,-72321.86238821191,-238775.30571702306,712484.1638775051,754902.4983638835,77.03086717998812
0.008733986340858438,-90272.18831399239,-239514.8553361212,709716.7719498678,754462.9416149376,76.98601445050384
0.008759012089686113,-107959.96378799649,-240089.41926765905,707058.5641358764,754473.3898438156,76.98708059630772
0.008784037838513788,-124120.83457958003,-240554.16713396306,704386.4004565305,754607.5073897843,77.00076606018209
0.00880906358734146,-137960.3823969859,-240937.4368201137,701539.8983718508,754481.3746155931,76.98789536893807
0.008834089336169136,-149129.89535560238,-241240.9967083854,698353.8432960416,753747.3281135865,76.9129926646517
0.00885911508499681,-157608.26234333447,-241452.3514459566,694664.4963947813,752129.2208751133,76.747879681134
0.008884140833824486,-163589.15565019628,-241560.2411920065,690332.3257906041,749447.4511131344,76.47422970542188
0.00890916658265216,-167394.2283551708,-241563.14726036394,685269.8429094417,745632.8449103478,76.0849841745253
0.008934192331479835,-169411.84798038437,-241471.23924164404,679502.9286142605,740765.1204067725,75.5882775925278
0.008959218080307509,-170059.0708618727,-241299.1473055266,673251.5952950522,735127.9321607008,75.01305430211234
0.008984243829135184,-169747.73966651064,-241053.4097183344,666941.9725533623,729199.9974009747,74.40816300009948
0.009009269577962858,-168850.51700338503,-240729.75656579385,661115.5536577323,723557.2458873173,73.8323720293181
0.009034295326790533,-167678.78312734753,-240317.33432666495,656311.7826460226,718758.4792743104,73.34270196676636
0.009059321075618208,-166472.72631828615,-239804.78129225646,652967.878698571,715252.7891244848,72.98497848209027
0.009084346824445881,-165405.28487573838,-239191.1050800833,651365.4122098706,713335.96098726,72.78938377421021
0.009109372573273556,-164590.23057785037,-238500.2130567299,651599.9338536105,713130.2611912525,72.76839399910739
0.009134398322101231,-164089.84644694417,-237788.8501793382,653572.3792545241,714580.9050775538,72.91641888546467
0.009159424070928906,-163925.6246594462,-237140.3816874853,657027.2250331244,717490.0316231637,73.2132685329759
0.009184449819756581,-164080.45409108876,-236642.0175483628,661592.1434660663,721544.1803369173,73.62695717723648
0.009209475568584256,-164503.01045466395,-236359.29923201544,666837.8608357833,726360.5794836279,74.11842647792122
0.00923450131741193,-165120.9377140949,-236324.79244779094,672353.8498535436,731555.8973930347,74.64856095847293
0.009259527066239604,-165857.62810158692,-236534.85004689544,677824.1648627963,736819.575309655,75.18567094996479
0.009284552815067279,-166647.6357692088,-236952.29223626567,683071.8060391935,741960.1845841907,75.71022291675415
0.009309578563894954,-167444.08726208602,-237513.6543103165,688058.9381986995,746910.5440263129,76.21536163533804
0.009334604312722629,-168211.88655173953,-238141.8208365121,692809.828515319,751659.6464463929,76.69996392310131
0.009359630061550304,-168918.99138070736,-238758.99019267203,697322.6784219934,756173.5243242125,77.16056370655228
0.009384655810377977,-169527.6788695049,-239301.02649417933,701487.3779763035,760321.7454764695,77.58385157923159
0.009409681559205652,-169985.62809905445,-239729.43046003603,705024.4503245702,763822.4853617223,77.9410699348696
0.009434707308033327,-170232.88973813783,-240026.9121652147,707553.6346292191,766305.6186595326,78.1944508836258
0.009459733056861002,-170219.25291365664,-240183.5574253648,708743.7192874637,767450.581437874,78.31128382019122
0.009484758805688677,-169920.282657611,-240189.04857614337,708449.0502946759,767113.9018280809,78.27692875796745
0.00950978455451635,-169347.00067341956,-240039.13501836493,706757.42219341,765377.8457749283,78.09978018111512
0.009534810303344025,-168547.68611184732,-239742.14674686303,703967.4852776419,762531.8614646081,77.80937361883755
0.0095598360521717,-167595.64008288083,-239313.7637631536,700515.3826043052,759000.116842273,77.44899151451766
0.009584861800999375,-166567.19381027066,-238770.38768401832,696862.5000479869,755230.6085306101,77.06434780924594
0.00960988754982705,-165527.46376410231,-238125.47600275592,693416.3106123586,751617.7641627918,76.69569022069304
0.009634913298654724,-164533.6492818373,-237390.37945527566,690532.2484954204,748505.3775465065,76.3780997496435
0.009659939047482398,-163644.3814418327,-236579.84047524515,688543.4820047477,746218.2194963396,76.14471627513669
0.009684964796310072,-162919.0064453174,-235717.25148926122,687742.1176176411,745046.6063650122,76.02516391479716
0.009709990545137747,-162411.69081262918,-234833.9520105604,688356.228260891,745224.019550179,76.04326730103868
0.009735016293965422,-162159.9952601816,-233964.03728556042,690521.8160692574,746897.1905641727,76.21399903716049
0.009760042042793097,-162168.0206123592,-233130.66707265313,694238.2678916559,750076.7610333147,76.53844500339946
0.009785067791620772,-162405.8666196776,-232328.5263538039,699388.246945027,754649.6734513699,77.00506871952754
0.009810093540448445,-162817.79272971264,-231520.33089787065,705752.9723088234,760393.6843309234,77.59119227866566
0.00983511928927612,-163325.4324804781,-230652.24723932828,712994.3152863539,766965.8073767838,78.26181707926365
0.009860145038103795,-163842.16240519795,-229670.83821525285,720726.0114693873,773976.053704854,78.97714833723
0.00988517078693147,-164292.01777153046,-228535.85657022925,728607.3508026564,781082.0548935168,79.70225049933846
0.009910196535759145,-164611.13915391997,-227234.77788380062,736319.2427772792,787971.1280880835,80.40521715184525
0.009935222284586818,-164739.55013086827,-225791.0309019608,743492.9054548182,794293.6544358855,81.05037290162097
0.009960248033414493,-164615.31116156408,-224264.92284247768,749660.7782195382,799615.0565701249,81.5933731194005
0.009985273782242168,-164191.6335137882,-222740.0027802691,754364.2134399455,803515.6301334744,81.99139082994637
0.010010299531069843,-163444.19835939124,-221310.29795784046,757235.0355225786,805665.6583108499,82.21078146029079
0.010035325279897518,-162374.18781984158,-220065.06162453545,758060.9359114404,805884.8495733989,82.23314791565295
0.010060351028725193,-161010.85159072932,-219083.52640184094,756789.2589913099,804146.7953028994,82.05579543907136
0.010085376777552866,-159419.3369645945,-218428.47611157352,753553.0849402819,800604.6315118911,81.69435015427462
0.01011040252638054,-157697.9174183296,-218137.86279206612,748685.5029783279,795602.1258839115,81.18389039631751
0.010135428275208216,-155951.24989299523,-218222.31320219726,742627.0201991983,789580.0538601312,80.5693932510338
0.01016045402403589,-154267.606344099,-218664.60608573354,735831.8194580562,782982.2289455398,79.89614581076935
0.010185479772863566,-152715.6711082193,-219431.56712196808,728706.8323810998,776199.6756090488,79.20404853153559
0.010210505521691239,-151346.64154389588,-220481.5962933273,721584.3798217814,769546.5921017029,78.52516245935745
0.010235531270518914,-150204.20550378732,-221758.98598081918,714781.3442315973,763315.6105302827,77.88934801329415
0.010260557019346589,-149335.9983299982,-223181.0811513197,708685.3959533816,757856.2039231103,77.33226570643983
0.010285582768174263,-148783.67350347675,-224638.1019701535,703689.1708850348,753509.99168838,76.8887746620796
0.010310608517001938,-148562.82864386804,-226015.0130570955,700049.7214068776,750482.0534991461,76.5798013774639
0.010335634265829613,-148648.50488540577,-227222.07946173626,697779.0663358986,748746.8709887569,76.40274193762826
